award_unique_key|award_id_fain|federal_action_obligation|total_obligated_amount|transaction_description|prime_award_base_transaction_description|action_date|awarding_agency_name|awarding_sub_agency_name|recipient_name|recipient_parent_name|recipient_country_name|primary_place_of_performance_country_name|subaward_number|subaward_amount|subaward_action_date|subaward_type|subaward_description|subawardee_name|subawardee_country_name
ASST_NON_SBR72021GR3012_1900|SBR72021GR3012|19560.00|19560.00|THIS PROJECT AIMS TO DEVELOP THE INFORMATION AND MIS-INFORMATION ELECTIVE COURSE CURRICULUM COMPONENT AND IMPLEMENT IT IN 10 PUBLIC HIGH SCHOOLS IN RIO GRANDE DO SUL AS A PILOT PROGRAM.|THIS PROJECT AIMS TO DEVELOP THE INFORMATION AND MIS-INFORMATION ELECTIVE COURSE CURRICULUM COMPONENT AND IMPLEMENT IT IN 10 PUBLIC HIGH SCHOOLS IN RIO GRANDE DO SUL AS A PILOT PROGRAM.|2021-09-21|Department of State|Department of State|POLITIZE! - INSTITUTO DE EDUCACAO POLITICA||BRAZIL|BRAZIL|||||||
ASST_NON_SBR72024GR0003_1900|SBR72024GR0003|24600.00|24600.00|TO GIVE VOICE TO UNDERREPRESENTED COMMUNITIES IN BRAZIL, ESPECIALLY IN RIO GRANDE DO SUL, THROUGH THE PROMOTION OF HIGH-QUALITY JOURNALISTIC COVERAGE PERFORMED BY LOCAL COMMUNICATORS AND INFLUENCERS COMING FROM SUCH GROUPS.|TO GIVE VOICE TO UNDERREPRESENTED COMMUNITIES IN BRAZIL, ESPECIALLY IN RIO GRANDE DO SUL, THROUGH THE PROMOTION OF HIGH-QUALITY JOURNALISTIC COVERAGE PERFORMED BY LOCAL COMMUNICATORS AND INFLUENCERS COMING FROM SUCH GROUPS.|2024-09-29|Department of State|Department of State|ASSOCIACAO CULTURAL NONADA JORNALISMO||BRAZIL|BRAZIL|||||||
ASST_NON_SBR81022GR0012_1900|SBR81022GR0012|3045.00|3045.00|CONDUCT MEDIA LITERACY WORKSHOPS AND SEMINARS FOR PUBLIC HIGH SCHOOL STUDENTS AND TEACHERS IN PERNAMBUCO TO IMPROVE CRITICAL THINKING SKILLS REGARDING MEDIA CONSUMPTION, EMPOWER YOUTH TO COMBAT DISINFORMATION, AND CREATE A PROTOTYPE FOR PUBLIC POLICIES.|CONDUCT MEDIA LITERACY WORKSHOPS AND SEMINARS FOR PUBLIC HIGH SCHOOL STUDENTS AND TEACHERS IN PERNAMBUCO TO IMPROVE CRITICAL THINKING SKILLS REGARDING MEDIA CONSUMPTION, EMPOWER YOUTH TO COMBAT DISINFORMATION, AND CREATE A PROTOTYPE FOR PUBLIC POLICIES.|2022-09-26|Department of State|Department of State|UNIVERSIDADE CATOLICA DE PERNAMBUCO||BRAZIL|BRAZIL|||||||
ASST_NON_SBR82022GR0009_1900|SBR82022GR0009|14954.00|14954.00|TO OFFER QUALITY ENGLISH CLASSES TO 12 PARTICIPANTS OF THE ESCOLA OLODUM AND 4 COMMUNITY JOURNALISTS. THIS COURSE WILL BROADEN THE YOUTH'S CAREER OPTIONS, AND FURTHER STRENGTHEN PA'S RELATIONSHIP WITH OLODUM AND COMMUNITY JOURNALISTS.|TO OFFER QUALITY ENGLISH CLASSES TO 12 PARTICIPANTS OF THE ESCOLA OLODUM AND 4 COMMUNITY JOURNALISTS. THIS COURSE WILL BROADEN THE YOUTH'S CAREER OPTIONS, AND FURTHER STRENGTHEN PA'S RELATIONSHIP WITH OLODUM AND COMMUNITY JOURNALISTS.|2022-09-23|Department of State|Department of State|ASSOCIACAO CULTURAL BRASIL ESTADOS UNIDOS||BRAZIL|BRAZIL|||||||
ASST_NON_SBR82022GR0012_1900|SBR82022GR0012|11967.00|9712.36|TO BRING TOGETHER 15 COMMUNITY JOURNALISTS FROM RJ, BA & ES TO TAKE PART IN A CONFERENCE AIMED AT PROMOTING EXCHANGE OF BEST PRACTICES, DEVELOPMENT OF STRONG PROFESSIONAL NETWORK, & TRAINING IN JOURNALISTIC TECHNIQUES TARGETING THEIR SPECIFIC DEMOGRAPHIC|TO BRING TOGETHER 15 COMMUNITY JOURNALISTS FROM RJ, BA & ES TO TAKE PART IN A CONFERENCE AIMED AT PROMOTING EXCHANGE OF BEST PRACTICES, DEVELOPMENT OF STRONG PROFESSIONAL NETWORK, & TRAINING IN JOURNALISTIC TECHNIQUES TARGETING THEIR SPECIFIC DEMOGRAPHIC|2022-09-27|Department of State|Department of State|ASSOCIACAO DE COMUNICACAO FALA ROCA||BRAZIL|BRAZIL|||||||
ASST_NON_SBR82023GR0015_1900|SBR82023GR0015|22000.00|22000.00|TO OFFER 180 JOURNALISTS AND MEMBERS OF CIVIL SOCIETY, MAINLY MEMBERS OF MINORITY GROUPS FROM ALL OVER BRAZIL, A 36-HOUR TRAINING AIMED AT INCREASING REPRESENTATION IN THE FIELD,  AWARENESS OF UNCONSCIOUS PREJUDICES, AND COMBATING MISINFORMATION.|TO OFFER 180 JOURNALISTS AND MEMBERS OF CIVIL SOCIETY, MAINLY MEMBERS OF MINORITY GROUPS FROM ALL OVER BRAZIL, A 36-HOUR TRAINING AIMED AT INCREASING REPRESENTATION IN THE FIELD,  AWARENESS OF UNCONSCIOUS PREJUDICES, AND COMBATING MISINFORMATION.|2023-09-25|Department of State|Department of State|JORNALISTAS PRETOS REDE DE JORNALISTAS PELA DIVERSIDADE NA COMUNICACAO||BRAZIL|BRAZIL|||||||
ASST_NON_SBR82024GR0003_1900|SBR82024GR0003|18000.00|17793.06|TO BRING TOGETHER FAVELA AND PERIPHERIES JOURNALISTS AND COMMUNICATORS FROM RIO, BAHIA AND ES TO DISCUSS THE CONSTRUCTION OF PUBLIC COMMUNICATION POLICIES, STRENGTHEN THOSE MEDIA NETWORKS, AND DISCUSS SUSTAINABILITY STRATEGIES FOR THESE BUSINESSES.|TO BRING TOGETHER FAVELA AND PERIPHERIES JOURNALISTS AND COMMUNICATORS FROM RIO, BAHIA AND ES TO DISCUSS THE CONSTRUCTION OF PUBLIC COMMUNICATION POLICIES, STRENGTHEN THOSE MEDIA NETWORKS, AND DISCUSS SUSTAINABILITY STRATEGIES FOR THESE BUSINESSES.|2024-03-13|Department of State|Department of State|ASSOCIACAO DE COMUNICACAO FALA ROCA||BRAZIL|BRAZIL|||||||
ASST_NON_SBR93019GR0014_1900|SBR93019GR0014|0.00|10000.00|EXTEND PERIOD OF PERFORMANCE|EXTEND PERIOD OF PERFORMANCE|2022-06-14|Department of State|Department of State|PROJOR-INSTITUTO PARA O DESENVOLVIMENTO DO JORNALISMO||BRAZIL|BRAZIL|||||||
ASST_NON_SBR93019GR0014_1900|SBR93019GR0014|0.00|10000.00|POSTPONE THE LAST PART OF THE PILOT PROJECT, A TRAINING TO TEACHERS, DUE TO COVID-19 RESTRICTIONS|POSTPONE THE LAST PART OF THE PILOT PROJECT, A TRAINING TO TEACHERS, DUE TO COVID-19 RESTRICTIONS|2021-04-15|Department of State|Department of State|PROJOR-INSTITUTO PARA O DESENVOLVIMENTO DO JORNALISMO||BRAZIL|BRAZIL|||||||
ASST_NON_SBR93019GR0019_1900|SBR93019GR0019|12672.00|12672.00|TO SUPPORT STRATEGIC PROGRAMMING PERFORM ENHANCEMENTS TECHNOLOGY, MEDIA, AND LOOK AND FEEL.|TO SUPPORT STRATEGIC PROGRAMMING PERFORM ENHANCEMENTS TECHNOLOGY, MEDIA, AND LOOK AND FEEL.|2019-09-25|Department of State|Department of State|ASSOCIACAO DE CULTURA BRASIL ESTADOS UNIDOS||BRAZIL|BRAZIL|||||||
ASST_NON_SBR93020GR0004_1900|SBR93020GR0004|-6781.36|56186.64|AWARD IS HEREBY BEING AMENDED TO DEOBLIGATE UNUSED FUNDS.|AWARD IS HEREBY BEING AMENDED TO DEOBLIGATE UNUSED FUNDS.|2021-08-02|Department of State|Department of State|ASSOCIACAO BRASILEIRA DE JORNALISMO INVESTIGATIVO - ABRAJI||BRAZIL|BRAZIL|||||||
ASST_NON_SBR93020GR0004_1900|SBR93020GR0004|0.00|56186.64|CHANGE THE POP TO END THE PROGRAM FROM MARCH 31, 2021 TO MARCH 8, 2021 AND INCLUDE THE CLAUSE ON CHINESE TECHNOLOGY|CHANGE THE POP TO END THE PROGRAM FROM MARCH 31, 2021 TO MARCH 8, 2021 AND INCLUDE THE CLAUSE ON CHINESE TECHNOLOGY|2020-09-28|Department of State|Department of State|ASSOCIACAO BRASILEIRA DE JORNALISMO INVESTIGATIVO - ABRAJI||BRAZIL|BRAZIL|||||||
ASST_NON_SBR93020GR0004_1900|SBR93020GR0004|62968.00|56186.64|FIGHT COVID-19 DISINFORMATION IN BRAZILIAN FAVELAS AND UNDERSERVED COMMUNITIES|FIGHT COVID-19 DISINFORMATION IN BRAZILIAN FAVELAS AND UNDERSERVED COMMUNITIES|2020-09-08|Department of State|Department of State|ASSOCIACAO BRASILEIRA DE JORNALISMO INVESTIGATIVO - ABRAJI||BRAZIL|BRAZIL|||||||
ASST_NON_SBR93020GR0013_1900|SBR93020GR0013|14000.00|14000.00|TO PROMOTE GAME DESIGN, GAMIFICATION, LUDIC PEDAGOGIES, STEAM EDUCATIONAL METHODOLOGIES AND AGENDAS AS WELL AS MEDIA AND INFORMATION LITERACY GOALS.|TO PROMOTE GAME DESIGN, GAMIFICATION, LUDIC PEDAGOGIES, STEAM EDUCATIONAL METHODOLOGIES AND AGENDAS AS WELL AS MEDIA AND INFORMATION LITERACY GOALS.|2020-09-25|Department of State|Department of State|INSTITUTO DE ICONOMIA||BRAZIL|BRAZIL|||||||
ASST_NON_SBR93020GR0014_1900|SBR93020GR0014|12900.00|12900.00|DEVELOP A MEDIA LITERACY COURSE AND IMPLEMENT A PILOT PROJECT TO TRAIN PUBLIC SCHOOLS TEACHERS AND STUDENTS IN SAO PAULO|DEVELOP A MEDIA LITERACY COURSE AND IMPLEMENT A PILOT PROJECT TO TRAIN PUBLIC SCHOOLS TEACHERS AND STUDENTS IN SAO PAULO|2020-09-04|Department of State|Department of State|POLITIZE! - INSTITUTO DE EDUCACAO POLITICA||BRAZIL|BRAZIL|||||||
ASST_NON_SBR93021CA3014_1900|SBR93021CA3014|-987.00|70623.00|AWARD IS HEREBY BEIND AMENDED TO DEOBLIGATE UNUSED FUNDS.|AWARD IS HEREBY BEIND AMENDED TO DEOBLIGATE UNUSED FUNDS.|2023-11-09|Department of State|Department of State|ASSOCIACAO BRASILEIRA DE JORNALISMO INVESTIGATIVO - ABRAJI||BRAZIL|BRAZIL|||||||
ASST_NON_SBR93021CA3014_1900|SBR93021CA3014|3000.00|70623.00|INCLUDE ONE IN-PERSON TRAINING DAY FOR JOURNALISTS PARTICIPATING IN THE PROGRAM|INCLUDE ONE IN-PERSON TRAINING DAY FOR JOURNALISTS PARTICIPATING IN THE PROGRAM|2022-08-02|Department of State|Department of State|ASSOCIACAO BRASILEIRA DE JORNALISMO INVESTIGATIVO - ABRAJI||BRAZIL|BRAZIL|||||||
ASST_NON_SBR93021CA3014_1900|SBR93021CA3014|68610.00|70623.00|TRAINING AND MENTORSHIP FOR REGIONAL OUTLETS ON FACT-CHECKING SKILLS|TRAINING AND MENTORSHIP FOR REGIONAL OUTLETS ON FACT-CHECKING SKILLS|2021-09-17|Department of State|Department of State|ASSOCIACAO BRASILEIRA DE JORNALISMO INVESTIGATIVO - ABRAJI||BRAZIL|BRAZIL|||||||
ASST_NON_SBR93021GR3006_1900|SBR93021GR3006|19590.00|19590.00|OFFER A MEDIA LITERACY PROGRAM TO 600 TEACHERS OF PUBLIC ELEMENTARY SCHOOLS IN THE STATE OF SAO PAULO.|OFFER A MEDIA LITERACY PROGRAM TO 600 TEACHERS OF PUBLIC ELEMENTARY SCHOOLS IN THE STATE OF SAO PAULO.|2021-09-20|Department of State|Department of State|ASSOCIACAO ESCOLA SUPERIOR DE PROPAGANDA E MARKETING|ASSOCIACAO ESCOLA SUPERIOR DE PROPAGANDA E MARKETING|BRAZIL|BRAZIL|||||||
ASST_NON_SBR93021GR3013_1900|SBR93021GR3013|15400.00|15400.00|CREATE WORKSHOPS AND OTHER RESOURCES TO ENGAGE AND TRAIN THE ELDERLY IN THE PROCESS OF DIGITAL AND MEDIA LITERACY|CREATE WORKSHOPS AND OTHER RESOURCES TO ENGAGE AND TRAIN THE ELDERLY IN THE PROCESS OF DIGITAL AND MEDIA LITERACY|2021-09-20|Department of State|Department of State|INSTITUTO PALAVRA ABERTA||BRAZIL|BRAZIL|||||||
ASST_NON_SBR93021GR3022_1900|SBR93021GR3022|5900.00|5900.00|TO FACILITATE EDUCATIONAL AND CULTURAL PROGRAMMING ON COUNTERING DISINFORMATION, RULE OF LAW AND STUDY IN THE U.S.|TO FACILITATE EDUCATIONAL AND CULTURAL PROGRAMMING ON COUNTERING DISINFORMATION, RULE OF LAW AND STUDY IN THE U.S.|2021-09-20|Department of State|Department of State|SESC ADMINISTRACAO REGIONAL NO ESTADO DO MATO GROSSO DO SUL|SESC ADMINISTRACAO REGIONAL NO ESTADO DO MATO GROSSO DO SUL|BRAZIL|BRAZIL|||||||
ASST_NON_SBR93022GR0007_1900|SBR93022GR0007|12500.00|12500.00|CLIMATE CHANGE TRAINING FOR COMMUNITY JOURNALISTS IN SP|CLIMATE CHANGE TRAINING FOR COMMUNITY JOURNALISTS IN SP|2022-09-26|Department of State|Department of State|ASSOCIACAO MURAL AGENCIA DE JORNALISMO DAS PERIFERIAS||BRAZIL|BRAZIL|||||||
ASST_NON_SBR93022GR0017_1900|SBR93022GR0017|24435.00|24435.00|THE PURPOSE OF THE AWARD IS TO FILL A GAP BETWEEN MEDIA PROFESSIONALS AND THE SCIENTIFIC COMMUNITY ON HOW TO COMMUNICATE CLIMATE CHANGE AND CLIMATE RISK TO THE PUBLIC IN BRAZIL.|THE PURPOSE OF THE AWARD IS TO FILL A GAP BETWEEN MEDIA PROFESSIONALS AND THE SCIENTIFIC COMMUNITY ON HOW TO COMMUNICATE CLIMATE CHANGE AND CLIMATE RISK TO THE PUBLIC IN BRAZIL.|2022-09-23|Department of State|Department of State|FUNDACAO GETULIO VARGAS||BRAZIL|BRAZIL|||||||
ASST_NON_SBR93023CA0005_1900|SBR93023CA0005|0.00|134395.00|THE IMPLEMENTING PARTNER REQUESTED A NO-COST PERIOD EXTENSION TO BE ABLE TO COMPLETE ACTIVITIES RELATED TO SMALL-GRANTS.|THE IMPLEMENTING PARTNER REQUESTED A NO-COST PERIOD EXTENSION TO BE ABLE TO COMPLETE ACTIVITIES RELATED TO SMALL-GRANTS.|2024-12-13|Department of State|Department of State|ASSOCIACAO DA ESCOLA DE JORNALISMO||BRAZIL|BRAZIL|||||||
ASST_NON_SBR93023CA0005_1900|SBR93023CA0005|134395.00|134395.00|CONVENE LOCAL INDEPENDENT JOURNALISTS TO FIND  INNOVATIVE SOLUTIONS TO ADDRESS THEIR ORGANIZATIONS SUSTAINABILITY.|CONVENE LOCAL INDEPENDENT JOURNALISTS TO FIND  INNOVATIVE SOLUTIONS TO ADDRESS THEIR ORGANIZATIONS SUSTAINABILITY.|2023-05-08|Department of State|Department of State|ASSOCIACAO DA ESCOLA DE JORNALISMO||BRAZIL|BRAZIL|||||||
ASST_NON_SBR93023GR0007_1900|SBR93023GR0007|60780.00|60780.00|TO EMPOWER AND ENCOURAGE STRATEGIC EMERGING VOICES AUDIENCES THROUGH SKILLS DEVELOPMENT IN STEM, ENGLISH LANGUAGE, ENVIRONMENTAL SUSTAINABILITY, EMPLOYABILITY, AND CIVIC ENGAGEMENT, TO ADDRESS BOTH IMMEDIATE COMMUNITY NEEDS AND LONG-TERM SOCIAL CHALLENGE|TO EMPOWER AND ENCOURAGE STRATEGIC EMERGING VOICES AUDIENCES THROUGH SKILLS DEVELOPMENT IN STEM, ENGLISH LANGUAGE, ENVIRONMENTAL SUSTAINABILITY, EMPLOYABILITY, AND CIVIC ENGAGEMENT, TO ADDRESS BOTH IMMEDIATE COMMUNITY NEEDS AND LONG-TERM SOCIAL CHALLENGE|2023-09-26|Department of State|Department of State|CENTRO CULTURAL BRASIL ESTADOS UNIDOS DE SOROCABA||BRAZIL|BRAZIL|||||||
ASST_NON_SBR93023GR0014_1900|SBR93023GR0014|20430.00|20430.00|ONLINE TRAINING PROGRAM FOR JOURNALISTS FROM ALL OVER BRAZIL TO ADDRESS AI-POWERED ELECTORAL DISINFORMATION|ONLINE TRAINING PROGRAM FOR JOURNALISTS FROM ALL OVER BRAZIL TO ADDRESS AI-POWERED ELECTORAL DISINFORMATION|2023-09-18|Department of State|Department of State|ASSOCIACAO BRASILEIRA DE JORNALISMO INVESTIGATIVO - ABRAJI||BRAZIL|BRAZIL|||||||
ASST_NON_SBR93024GR0003_1900|SBR93024GR0003|6000.00|6000.00|DESIGN AND IMPLEMENT A HALF DAY HYBRID PRESS FREEDOM SEMINAR IN SAO PAULO IN MAY 2024|DESIGN AND IMPLEMENT A HALF DAY HYBRID PRESS FREEDOM SEMINAR IN SAO PAULO IN MAY 2024|2024-05-06|Department of State|Department of State|ASSOCIACAO BRASILEIRA DE JORNALISMO INVESTIGATIVO - ABRAJI||BRAZIL|BRAZIL|||||||
ASST_NON_SBR93024GR0009_1900|SBR93024GR0009|19360.00|19360.00|THIS AWARD AIMS AT SUPPORTING A MEDIA LITERACY CONFERENCE AND AN AWARD FOR HIGH SCHOOLS THAT PRESENT THE BEST MEDIA LITERACY PROJECTS.|THIS AWARD AIMS AT SUPPORTING A MEDIA LITERACY CONFERENCE AND AN AWARD FOR HIGH SCHOOLS THAT PRESENT THE BEST MEDIA LITERACY PROJECTS.|2024-05-20|Department of State|Department of State|MISCELLANEOUS FOREIGN AWARDEES||BRAZIL|BRAZIL|||||||
ASST_NON_SBR93024GR0010_1900|SBR93024GR0010|34200.00|34200.00|TO FUND THE CREATION OF A DATABASE FOR JOURNALISTS, TO SERVE AS A SOURCE OF ANALYSIS AND CROSSING DIFFERENT LAYERS OF GEOSPATIAL DATA, A CROSS-BORDER NETWORK COMPRISED OF JOURNALISTS, SCIENTISTS, THIRD SECTOR LEADERS AND EXPERTS IN POLITICAL ADVOCACY.|TO FUND THE CREATION OF A DATABASE FOR JOURNALISTS, TO SERVE AS A SOURCE OF ANALYSIS AND CROSSING DIFFERENT LAYERS OF GEOSPATIAL DATA, A CROSS-BORDER NETWORK COMPRISED OF JOURNALISTS, SCIENTISTS, THIRD SECTOR LEADERS AND EXPERTS IN POLITICAL ADVOCACY.|2024-09-27|Department of State|Department of State|ASSOCIACAO AMBIENTAL MEDIA||BRAZIL|BRAZIL|||||||
ASST_NON_SBR93024GR0019_1900|SBR93024GR0019|30000.00|30000.00|TRAIN 12 EMERGING VOICES TO WORK IN LOCAL JOURNALISM IN CITIES CLASSIFIED AS NEWS DESERTS OR QUASI-DESERTS AND SUPPORT THE PUBLICATION OF 12 STORIES ABOUT THESE UNDERSERVED COMMUNITIES.|TRAIN 12 EMERGING VOICES TO WORK IN LOCAL JOURNALISM IN CITIES CLASSIFIED AS NEWS DESERTS OR QUASI-DESERTS AND SUPPORT THE PUBLICATION OF 12 STORIES ABOUT THESE UNDERSERVED COMMUNITIES.|2024-09-26|Department of State|Department of State|ASSOCIACAO MURAL AGENCIA DE JORNALISMO DAS PERIFERIAS||BRAZIL|BRAZIL|||||||
ASST_NON_SBR93024GR0025_1900|SBR93024GR0025|9000.00|9000.00|THE PROJECT AIMS AT PRODUCING A CLIMATE JUSTICE GUIDE AND CARRYING OUT TWO WORKSHOPS TO EMPOWER COMMUNITY LEADERS FROM PERIPHERAL AREAS OF SAO PAULO TO BECOME KEY PLAYERS IN DISCUSSIONS ON CLIMATE JUSTICE AND SOCIAL INCLUSION.|THE PROJECT AIMS AT PRODUCING A CLIMATE JUSTICE GUIDE AND CARRYING OUT TWO WORKSHOPS TO EMPOWER COMMUNITY LEADERS FROM PERIPHERAL AREAS OF SAO PAULO TO BECOME KEY PLAYERS IN DISCUSSIONS ON CLIMATE JUSTICE AND SOCIAL INCLUSION.|2024-09-29|Department of State|Department of State|ASSOCIACAO MURAL AGENCIA DE JORNALISMO DAS PERIFERIAS||BRAZIL|BRAZIL|||||||
